UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Mechanical Power,Torque Speed Ratio,Tool Wear Risk,Temperature Stress,Temperature_Torque_Interaction,Speed_Torque_Interaction,Wear_Power_Interaction
1069,L,296.8,307.8,1394,47.7,155,0,11.0,6963.214452975632,0.03421807745034571,0.62,91355.04000000001,524.7,66493.8,1079298.240211223
1070,M,296.9,307.8,1840,24.6,157,0,10.900000000000034,4740.03499573628,0.013369565210125237,0.628,91385.81999999999,268.14000000000084,45264.0,744185.494330596
1071,M,296.9,307.8,1477,37.2,160,0,10.900000000000034,5753.764113196634,0.025186188202311315,0.64,91385.81999999999,405.4800000000013,54944.4,920602.2581114614
1072,L,296.9,307.8,1425,49.1,163,0,10.900000000000034,7326.979466334795,0.03445614032669744,0.652,91385.81999999999,535.1900000000016,69967.5,1194297.6530125716
1073,M,297.0,307.9,1414,46.2,165,0,10.899999999999977,6841.0064987509895,0.03267326730362569,0.66,91446.29999999999,503.57999999999896,65326.8,1128766.0722939132
1074,L,297.0,307.8,1414,47.5,168,0,10.800000000000011,7033.5023526119485,0.03359264495502642,0.672,91416.6,513.0000000000006,67165.0,1181628.3952388074
1075,L,297.0,307.9,1595,31.7,170,0,10.899999999999977,5294.7878984826775,0.019874608138009647,0.68,91446.29999999999,345.5299999999993,50561.5,900113.9427420552
1076,H,296.9,307.8,1345,54.5,172,0,10.900000000000034,7676.21984965886,0.04052044606652755,0.688,91385.81999999999,594.0500000000019,73302.5,1320309.8141413238
1077,L,296.9,307.7,1653,35.9,177,0,10.800000000000011,6214.353012139433,0.02171808831112033,0.708,91356.12999999999,387.72000000000037,59342.7,1099940.4831486796
1078,L,296.8,307.6,1547,36.5,179,0,10.800000000000011,5913.053332709149,0.02359405299056622,0.716,91295.68000000001,394.2000000000004,56465.5,1058436.5465549377
1079,H,296.9,307.7,1656,30.8,181,0,10.800000000000011,5341.210165927223,0.01859903380519382,0.724,91356.12999999999,332.6400000000004,51004.8,966759.0400328274
1080,L,297.0,307.7,1731,28.5,186,0,10.699999999999989,5166.192039195735,0.016464471394301287,0.744,91386.9,304.9499999999997,49333.5,960911.7192904067
1081,L,297.0,307.8,1774,28.0,188,0,10.800000000000011,5201.63967630374,0.015783540013650767,0.752,91416.6,302.4000000000003,49672.0,977908.2591451032
1082,L,297.0,307.8,1521,40.2,190,0,10.800000000000011,6403.005650987501,0.02642998025875741,0.76,91416.6,434.1600000000005,61144.200000000004,1216571.0736876251
1083,H,297.1,307.9,1420,39.8,192,0,10.799999999999955,5918.341680342691,0.028028168994346354,0.768,91477.09,429.83999999999816,56515.99999999999,1136321.6026257966
1084,L,297.0,307.8,1683,32.3,197,0,10.800000000000011,5692.660136084312,0.01919191918051579,0.788,91416.6,348.8400000000003,54360.899999999994,1121454.0468086095
1085,M,297.0,307.7,1498,47.1,199,0,10.699999999999989,7388.58609827169,0.03144192254242862,0.796,91386.9,503.96999999999946,70555.8,1470328.6335560663
1086,L,297.0,307.8,1385,56.4,202,1,10.800000000000011,8180.078951417103,0.040722021631247635,0.808,91416.6,609.1200000000006,78114.0,1652375.9481862548
1087,L,297.0,307.9,1455,49.0,204,0,10.899999999999977,7465.994941256143,0.033676975921871494,0.816,91446.29999999999,534.0999999999989,71295.0,1523062.968016253
1088,H,296.9,307.8,1549,35.8,206,1,10.900000000000034,5807.150244356636,0.02311168494311705,0.824,91385.81999999999,390.22000000000116,55454.2,1196272.950337467
1089,M,296.9,307.8,1392,43.9,0,0,10.900000000000034,6399.298571656264,0.03153735629918293,0.0,91385.81999999999,478.51000000000147,61108.799999999996,0.0
1090,M,296.9,307.7,2008,17.5,3,0,10.800000000000011,3679.852194904844,0.008715139437890866,0.012,91356.12999999999,189.0000000000002,35140.0,11039.556584714532
1091,L,296.9,307.7,1464,41.4,6,0,10.800000000000011,6347.02246990053,0.028278688505274117,0.024,91356.12999999999,447.12000000000046,60609.6,38082.13481940318
1092,L,297.0,307.7,1447,46.4,8,0,10.699999999999989,7030.968134538053,0.032066344138171145,0.032,91386.9,496.47999999999945,67140.8,56247.745076304425
1093,M,296.9,307.6,1685,32.0,10,0,10.700000000000045,5646.4891960520545,0.01899109791157798,0.04,91326.44,342.40000000000146,53920.0,56464.891960520545
1094,M,296.8,307.5,1443,39.2,13,0,10.699999999999989,5923.5357801966275,0.027165627146801367,0.052,91266.0,419.4399999999996,56565.600000000006,77005.96514255616
1095,L,296.9,307.5,1354,44.4,16,0,10.600000000000023,6295.500350381658,0.032791728188484685,0.064,91296.75,470.640000000001,60117.6,100728.00560610653
1096,L,296.9,307.5,2721,9.3,18,1,10.600000000000023,2649.9648192295267,0.0034178610792290113,0.072,91296.75,98.58000000000023,25305.300000000003,47699.36674613148
1097,L,297.0,307.6,1680,35.8,20,0,10.600000000000023,6298.264951916816,0.021309523796839567,0.08,91357.20000000001,379.48000000000076,60143.99999999999,125965.29903833632
1098,H,296.9,307.5,1397,48.3,22,0,10.600000000000023,7065.975948674553,0.03457408730524403,0.088,91296.75,511.98000000000104,67475.09999999999,155451.4708708402
1099,M,296.9,307.4,1521,37.9,27,0,10.5,6036.664531652395,0.02491781720912701,0.108,91267.05999999998,397.95,57645.9,162989.94235461467
1100,M,296.8,307.4,1472,43.9,30,0,10.599999999999966,6767.074351636509,0.029823369544956947,0.12,91236.31999999999,465.3399999999985,64620.799999999996,203012.2305490953
1101,H,296.8,307.5,1695,30.0,33,0,10.699999999999989,5324.999547834699,0.01769911503380583,0.132,91266.0,320.99999999999966,50850.0,175724.98507854508
1102,H,296.7,307.5,1607,33.6,38,0,10.800000000000011,5654.364121637053,0.020908525189229293,0.152,91235.25,362.8800000000004,53995.200000000004,214865.83662220804
1103,L,296.8,307.5,1347,54.8,43,0,10.699999999999989,7729.951556010757,0.04068299922740683,0.172,91266.0,586.3599999999993,73815.59999999999,332387.91690846253
1104,M,296.7,307.4,1540,38.7,45,0,10.699999999999989,6241.087965621484,0.02512987011355203,0.18,91205.57999999999,414.0899999999996,59598.00000000001,280848.95845296676
1105,L,296.6,307.4,1389,42.7,48,0,10.799999999999955,6210.960092073557,0.030741540654613722,0.192,91174.84,461.1599999999981,59310.3,298126.0844195307
1106,M,296.6,307.5,1734,27.0,50,0,10.899999999999977,4902.769495192231,0.015570934247075586,0.2,91204.5,294.2999999999994,46818.0,245138.47475961156
1107,L,296.7,307.6,1540,38.6,53,0,10.900000000000034,6224.961123333055,0.025064935048659132,0.212,91264.92,420.7400000000013,59444.0,329922.93953665195
1108,M,296.7,307.5,1515,42.1,55,0,10.800000000000011,6679.183061164579,0.02778877885954536,0.22,91235.25,454.6800000000005,63781.5,367355.06836405187
1109,L,296.6,307.4,1504,45.8,58,0,10.799999999999955,7213.431835858547,0.030452127639327038,0.232,91174.84,494.6399999999979,68883.2,418379.0464797957
1110,L,296.6,307.5,1557,35.1,60,0,10.899999999999977,5723.00792111799,0.02254335258667736,0.24,91204.5,382.58999999999924,54650.700000000004,343380.4752670794
1111,L,296.5,307.4,1292,52.5,62,0,10.899999999999977,7103.140989766522,0.04063467489114963,0.248,91144.09999999999,572.2499999999989,67830.0,440394.74136552436
1112,H,296.5,307.4,1432,49.2,64,0,10.899999999999977,7377.967515102558,0.03435754187544864,0.256,91144.09999999999,536.279999999999,70454.40000000001,472189.9209665637
1113,M,296.5,307.4,1350,55.6,69,0,10.899999999999977,7860.264819281662,0.04118518515467764,0.276,91144.09999999999,606.0399999999987,75060.0,542358.2725304347
1114,M,296.6,307.4,1790,25.8,72,0,10.799999999999955,4836.167730936128,0.014413407813176867,0.288,91174.84,278.63999999999885,46182.0,348204.07662740117
1115,H,296.4,307.3,1540,37.4,75,0,10.900000000000034,6031.439015871924,0.024285714269944338,0.3,91083.72,407.6600000000013,57596.0,452357.9261903943
1116,M,296.4,307.3,2077,19.1,80,0,10.900000000000034,4154.3059894254875,0.00919595570091673,0.32,91083.72,208.19000000000068,39670.700000000004,332344.479154039
1117,L,296.4,307.3,1487,37.5,83,0,10.900000000000034,5839.435344860028,0.025218560843834188,0.332,91083.72,408.75000000000125,55762.5,484673.1336233823
1118,L,296.5,307.4,1523,40.7,85,0,10.899999999999977,6491.169212822743,0.02672357188002392,0.34,91144.09999999999,443.6299999999991,61986.100000000006,551749.3830899332
1119,L,296.5,307.5,1443,41.8,87,0,11.0,6316.423357454565,0.028967428947354514,0.348,91173.75,459.79999999999995,60317.399999999994,549528.8320985471
1120,L,296.5,307.5,1340,59.1,89,0,11.0,8293.176286946336,0.0441044775790265,0.356,91173.75,650.1,79194.0,738092.6895382239
1121,H,296.6,307.7,1654,31.0,91,0,11.099999999999966,5369.400724005435,0.01874244255215088,0.364,91263.82,344.09999999999894,51274.0,488615.4658844946
1122,L,296.6,307.6,1459,40.2,96,0,11.0,6142.002133327261,0.02755311855548107,0.384,91234.16000000002,442.20000000000005,58651.8,589632.204799417
1123,L,296.5,307.6,1541,38.5,98,0,11.100000000000023,6212.865991616734,0.024983776752119546,0.392,91203.40000000001,427.3500000000009,59328.5,608860.86717844
1124,H,296.6,307.7,1386,62.3,100,1,11.099999999999966,9042.320471121358,0.04494949491706385,0.4,91263.82,691.5299999999978,86347.8,904232.0471121358
1125,M,296.7,307.8,1258,69.0,105,1,11.100000000000023,9089.884183896707,0.054848966570072356,0.42,91324.26,765.9000000000016,86802.0,954437.8393091543
1126,M,296.7,307.8,1375,51.4,108,0,11.100000000000023,7401.068693081954,0.0373818181546314,0.432,91324.26,570.5400000000011,70675.0,799315.418852851
1127,L,296.8,307.9,1706,30.8,111,0,11.099999999999966,5502.478588811498,0.018053927304774953,0.444,91384.72,341.879999999999,52544.8,610775.1233580763
1128,M,296.7,307.8,1672,32.4,113,0,11.100000000000023,5672.962350146304,0.0193779904190323,0.452,91324.26,359.6400000000007,54172.799999999996,641044.7455665324
1129,M,296.8,307.9,1843,25.2,116,0,11.099999999999966,4863.56241887543,0.0136733586469488,0.464,91384.72,279.7199999999991,46443.6,564173.2405895499
1130,L,296.7,307.9,1690,29.6,119,0,11.199999999999989,5238.50103010586,0.017514792889044502,0.476,91353.93,331.5199999999997,50024.0,623381.6225825973
1131,L,296.8,307.9,1413,46.5,121,0,11.099999999999966,6880.559150259685,0.03290870485993722,0.484,91384.72,516.1499999999984,65704.5,832547.6571814219
1132,L,296.8,307.9,1489,33.4,123,0,11.099999999999966,5207.985693463991,0.022431161838528432,0.492,91384.72,370.7399999999989,49732.6,640582.2402960709
1133,L,296.8,307.9,1271,61.4,125,0,11.099999999999966,8172.266857685176,0.04830841853004845,0.5,91384.72,681.5399999999979,78039.4,1021533.357210647
1134,M,296.8,307.9,1418,47.9,127,0,11.099999999999966,7112.796151188554,0.03377997176743302,0.508,91384.72,531.6899999999983,67922.2,903325.1112009464
1135,M,296.9,307.8,1426,50.7,130,0,10.900000000000034,7571.049799592185,0.03555399717001823,0.52,91385.81999999999,552.6300000000018,72298.2,984236.473946984
1136,L,296.9,307.9,1535,39.2,133,0,11.0,6301.197105060168,0.025537459266750842,0.532,91415.50999999998,431.20000000000005,60172.00000000001,838059.2149730023
1137,L,296.9,307.8,1557,38.1,135,0,10.900000000000034,6212.153897281921,0.024470134859042945,0.54,91385.81999999999,415.2900000000013,59321.700000000004,838640.7761330593
1138,L,296.9,307.8,1653,29.7,137,0,10.900000000000034,5141.122129820088,0.017967332112542447,0.548,91385.81999999999,323.730000000001,49094.1,704333.7317853521
1139,L,296.9,307.9,1435,41.6,139,0,11.0,6251.350501623209,0.02898954701812575,0.556,91415.50999999998,457.6,59696.0,868937.719725626
1140,M,297.0,307.9,1569,33.3,141,0,10.899999999999977,5471.366349565447,0.02122370935549795,0.564,91446.29999999999,362.96999999999923,52247.7,771462.6552887281
1141,M,296.9,307.9,1385,44.8,144,0,11.0,6497.651365664648,0.03234657037375698,0.576,91415.50999999998,492.79999999999995,62047.99999999999,935661.7966557094
1142,L,297.0,307.9,1635,31.6,147,0,10.899999999999977,5410.450868012342,0.019327217113561335,0.588,91446.29999999999,344.4399999999993,51666.0,795336.2775978142
1143,L,296.9,307.9,1423,43.9,149,0,11.0,6541.81168639861,0.030850316211630133,0.596,91415.50999999998,482.9,62469.7,974729.9412733929
1144,L,297.0,307.9,1479,39.2,151,0,10.899999999999977,6071.31629862149,0.026504394843472348,0.604,91446.29999999999,427.2799999999991,57976.8,916768.761091845
1145,L,297.0,307.9,1296,69.1,153,1,10.899999999999977,9378.031062083963,0.05331790119342754,0.612,91446.29999999999,753.1899999999983,89553.59999999999,1434838.7524988463
1146,L,297.0,307.8,1553,33.3,155,0,10.800000000000011,5415.571664037692,0.02144236959340478,0.62,91416.6,359.6400000000003,51714.899999999994,839413.6079258423
1147,L,297.0,307.9,1529,42.2,157,0,10.899999999999977,6756.916535389903,0.027599738373054454,0.628,91446.29999999999,459.97999999999905,64523.8,1060835.8960562148
1148,M,297.1,308.0,1690,25.6,159,0,10.899999999999977,4530.5954854969605,0.015147928985119569,0.636,91506.8,279.03999999999945,43264.0,720364.6821940168
1149,L,297.1,308.0,1348,58.0,162,0,10.899999999999977,8187.4093342754795,0.04302670619953508,0.648,91506.8,632.1999999999987,78184.0,1326360.3121526276
1150,L,297.2,308.1,1446,38.5,164,0,10.900000000000034,5829.853487266579,0.026625172872320073,0.656,91567.32,419.65000000000134,55671.0,956095.971911719
1151,L,297.1,307.9,1456,50.0,166,0,10.799999999999955,7623.598172711231,0.03434065931707372,0.664,91477.09,539.9999999999977,72800.0,1265517.2966700643
1152,L,297.0,307.9,1350,47.7,168,0,10.899999999999977,6743.428630930492,0.03533333330716049,0.672,91446.29999999999,519.9299999999989,64395.00000000001,1132896.0099963227
1153,L,297.1,307.9,1507,38.3,170,0,10.799999999999955,6044.225297972034,0.025414731237282856,0.68,91477.09,413.6399999999982,57718.1,1027518.3006552458
1154,H,297.0,307.9,1448,45.6,172,0,10.899999999999977,6914.519766844991,0.031491712685433895,0.688,91446.29999999999,497.039999999999,66028.8,1189297.3998973384
1155,L,296.9,307.9,1626,29.9,177,0,11.0,5091.202222554546,0.018388683875529714,0.708,91415.50999999998,328.9,48617.399999999994,901142.7933921546
1156,H,297.0,307.9,1846,27.3,179,0,10.899999999999977,5277.43583505935,0.014788732386354966,0.716,91446.29999999999,297.56999999999937,50395.8,944661.0144756237
1157,H,297.0,307.8,1404,40.7,184,0,10.800000000000011,5983.980022851694,0.028988603967956834,0.736,91416.6,439.5600000000005,57142.8,1101052.3242047117
1158,L,297.0,307.8,1583,37.2,189,0,10.800000000000011,6166.695051584477,0.02349968412918529,0.756,91416.6,401.76000000000045,58887.600000000006,1165505.3647494663
1159,L,297.0,307.9,1436,47.7,191,0,10.899999999999977,7173.010010382359,0.03321727017185427,0.764,91446.29999999999,519.9299999999989,68497.2,1370044.9119830306
1160,L,297.0,307.8,1609,35.6,193,0,10.800000000000011,5998.389461156159,0.02212554380228369,0.772,91416.6,384.4800000000004,57280.4,1157689.1660031388
1161,H,297.0,307.7,1834,23.8,195,0,10.699999999999989,4570.933535169053,0.012977099229565376,0.78,91386.9,254.65999999999974,43649.200000000004,891332.0393579653
1162,L,297.0,307.8,1316,61.2,200,1,10.800000000000011,8434.045301533302,0.046504559235178905,0.8,91416.6,660.9600000000007,80539.2,1686809.0603066604
1163,L,296.9,307.8,1400,57.1,202,1,10.900000000000034,8371.297224265601,0.04078571425658163,0.808,91385.81999999999,622.3900000000019,79940.0,1691002.0393016515
1164,L,296.9,307.9,1367,47.1,204,0,11.0,6742.454737207879,0.03445501094772859,0.816,91415.50999999998,518.1,64385.700000000004,1375460.7663904072
1165,L,297.1,308.1,1754,30.3,206,0,11.0,5565.457049540462,0.01727480044625154,0.824,91536.51000000001,333.3,53146.200000000004,1146484.1522053352
1166,L,297.1,308.1,1487,34.6,208,0,11.0,5387.85234485752,0.02326832547191101,0.832,91536.51000000001,380.6,51450.200000000004,1120673.2877303641
1167,M,297.1,308.1,1506,37.7,210,0,11.0,5945.589760624827,0.025033200514586188,0.84,91536.51000000001,414.70000000000005,56776.200000000004,1248573.8497312136
1168,L,297.0,308.1,1362,52.5,213,1,11.100000000000023,7487.986089831272,0.03854625547830671,0.852,91505.70000000001,582.7500000000011,71505.0,1594941.0371340609
1169,L,297.1,308.1,1584,36.8,215,0,11.0,6104.240189631111,0.023232323217656357,0.86,91536.51000000001,404.79999999999995,58291.2,1312411.640770689
1170,L,297.0,308.1,1355,43.7,217,0,11.100000000000023,6200.823219777974,0.032250922485423675,0.868,91505.70000000001,485.070000000001,59213.50000000001,1345578.6386918204
1171,M,297.1,308.1,1823,24.3,219,0,11.0,4638.969960070296,0.013329676350340276,0.876,91536.51000000001,267.3,44298.9,1015934.4212553948
1172,H,297.0,308.1,1517,41.4,222,0,11.100000000000023,6576.798556584087,0.027290705321495908,0.888,91505.70000000001,459.54000000000093,62803.799999999996,1460049.2795616675
1173,L,297.1,308.1,1446,36.6,227,0,11.0,5542.146432050826,0.025311203301997785,0.908,91536.51000000001,402.6,52923.6,1258067.2400755375
1174,H,297.1,308.0,1559,38.8,229,0,10.899999999999977,6334.4142113841235,0.024887748540803237,0.916,91506.8,422.9199999999991,60489.2,1450580.8544069643
1175,M,297.1,308.1,1352,44.4,0,0,11.0,6286.201236127032,0.03284023666210041,0.0,91536.51000000001,488.4,60028.799999999996,0.0
1176,M,297.2,308.3,1578,37.8,3,0,11.100000000000023,6246.365841279513,0.02395437260839393,0.012,91626.76,419.58000000000084,59648.399999999994,18739.09752383854
1177,M,297.2,308.3,1429,42.0,6,0,11.100000000000023,6285.07026277174,0.029391182624638777,0.024,91626.76,466.20000000000095,60018.0,37710.42157663044
1178,M,297.2,308.3,1604,39.4,9,0,11.100000000000023,6618.03719615021,0.024563591007129928,0.036,91626.76,437.3400000000009,63197.6,59562.33476535189
1179,L,297.3,308.5,1398,60.4,12,0,11.199999999999989,8842.452346499975,0.0432045779376219,0.048,91717.05,676.4799999999993,84439.2,106109.4281579997
1180,L,297.3,308.4,1441,43.4,14,0,11.099999999999966,6549.11065333045,0.030117973608523262,0.056,91687.31999999999,481.73999999999853,62539.4,91687.5491466263
1181,H,297.3,308.4,1531,35.6,16,0,11.099999999999966,5707.603645139888,0.023252775948234633,0.064,91687.31999999999,395.1599999999988,54503.6,91321.6583222382
1182,L,297.2,308.3,1379,52.1,21,0,11.100000000000023,7523.685054351565,0.03778100069776577,0.084,91626.76,578.3100000000012,71845.90000000001,157997.38614138286
1183,L,297.3,308.3,1410,48.1,23,0,11.0,7102.198511970445,0.03411347515311101,0.092,91657.59000000001,529.1,67821.0,163350.56577532022
1184,L,297.3,308.4,1513,40.5,25,0,11.099999999999966,6416.860074589832,0.02676801055732451,0.1,91687.31999999999,449.5499999999986,61276.5,160421.5018647458
1185,L,297.3,308.5,1497,47.5,27,0,11.199999999999989,7446.359987171207,0.03173012689931187,0.108,91717.05,531.9999999999994,71107.5,201051.7196536226
1186,L,297.3,308.4,1491,46.5,29,0,11.099999999999966,7260.377702078691,0.031187122715501593,0.116,91687.31999999999,516.1499999999984,69331.5,210550.95336028203
1187,L,297.3,308.4,1417,47.8,31,0,11.099999999999966,7092.941285617866,0.03373323921402029,0.124,91687.31999999999,530.5799999999983,67732.59999999999,219881.17985415386
1188,M,297.4,308.6,1522,38.0,33,0,11.200000000000045,6056.571757100643,0.024967148472426315,0.132,91777.64,425.6000000000017,57836.0,199866.8679843212
1189,L,297.3,308.4,1339,52.1,36,0,11.099999999999966,7305.449084682194,0.0389096340262064,0.144,91687.31999999999,578.3099999999982,69761.90000000001,262996.16704855894
1190,M,297.2,308.3,1794,27.5,38,0,11.100000000000023,5166.349118828414,0.015328874015981675,0.152,91626.76,305.2500000000006,49335.0,196321.26651547974
1191,L,297.2,308.4,1460,42.1,41,0,11.199999999999989,6436.7044681850075,0.028835616418605742,0.164,91656.48,471.5199999999995,61466.0,263904.8831955853
1192,M,297.2,308.3,1776,28.0,43,0,11.100000000000023,5207.5039825904405,0.015765765756888643,0.172,91626.76,310.80000000000064,49728.0,223922.67125138894
1193,M,297.2,308.3,1431,43.7,46,0,11.100000000000023,6548.618470481388,0.030538085233726007,0.184,91626.76,485.070000000001,62534.700000000004,301236.44964214385
1194,L,297.1,308.2,1347,50.8,49,0,11.099999999999966,7165.721515426029,0.037713437240004866,0.196,91566.22,563.8799999999983,68427.59999999999,351120.35425587546
1195,M,297.0,308.1,1507,43.1,51,0,11.100000000000023,6801.726118605606,0.028599867267020657,0.204,91505.70000000001,478.410000000001,64951.700000000004,346888.0320488859
1196,M,297.0,308.0,1408,47.9,54,0,11.0,7062.635388486237,0.03401988633947451,0.216,91476.0,526.9,67443.2,381382.3109782568
1197,M,297.0,307.9,1493,34.7,57,0,10.899999999999977,5425.226825459726,0.023241795027969327,0.228,91446.29999999999,378.2299999999992,51807.100000000006,309237.92905120435
1198,M,296.9,307.9,1441,47.6,60,0,11.0,7182.895555265655,0.03303261621579971,0.24,91415.50999999998,523.6,68591.6,430973.7333159393
1199,H,296.9,307.9,1557,36.5,63,0,11.0,5951.2760433278245,0.023442517647114632,0.252,91415.50999999998,401.5,56830.5,374930.39072965295
1200,M,296.9,307.9,1979,20.4,68,0,11.0,4227.7040657888565,0.010308236477863447,0.272,91415.50999999998,224.39999999999998,40371.6,287483.87647364225
1201,M,296.9,308.0,1430,55.9,71,0,11.100000000000023,8370.983065000242,0.039090909063572786,0.284,91445.2,620.4900000000013,79937.0,594339.7976150172
1202,L,296.9,308.0,1658,41.0,74,0,11.100000000000023,7118.639513524232,0.024728588646122682,0.296,91445.2,455.10000000000093,67978.0,526779.3240007932
1203,M,297.0,308.1,1355,51.4,76,0,11.100000000000023,7293.416784818944,0.037933579307798095,0.304,91505.70000000001,570.5400000000011,69647.0,554299.6756462397
1204,H,297.0,308.1,1410,47.6,79,0,11.100000000000023,7028.371084611085,0.03375886522428449,0.316,91505.70000000001,528.3600000000012,67116.0,555241.3156842757
1205,L,296.9,308.0,1521,34.5,84,0,11.100000000000023,5495.116790026586,0.022682445744455985,0.336,91445.2,382.9500000000008,52474.5,461589.81036223326
1206,L,296.8,308.0,1371,54.5,86,0,11.199999999999989,7824.607742663418,0.039752005806161915,0.344,91414.40000000001,610.3999999999994,74719.5,672916.265869054
1207,H,296.9,308.0,1318,53.5,88,0,11.100000000000023,7384.104092752569,0.04059180573551456,0.352,91445.2,593.8500000000013,70513.0,649801.1601622261
1208,M,297.0,308.1,1573,34.9,93,0,11.100000000000023,5748.8737006325455,0.022186903990980986,0.372,91505.70000000001,387.3900000000008,54897.7,534645.2541588268
1209,L,297.0,308.1,1489,44.1,96,0,11.100000000000023,6876.412247956948,0.02961719272691928,0.384,91505.70000000001,489.510000000001,65664.90000000001,660135.575803867
1210,H,297.0,308.1,2540,13.3,98,0,11.100000000000023,3537.642767452346,0.005236220470379441,0.392,91505.70000000001,147.6300000000003,33782.0,346688.9912103299
1211,L,297.0,308.1,1537,39.0,103,0,11.100000000000023,6277.216281137766,0.02537410538362127,0.412,91505.70000000001,432.9000000000009,59943.0,646553.2769571899
1212,H,296.9,308.0,1416,46.9,105,0,11.100000000000023,6954.480825398652,0.0331214689031628,0.42,91445.2,520.590000000001,66410.4,730220.4866668584
1213,L,296.9,307.9,1359,56.5,110,0,11.0,8040.749317230396,0.04157468723945939,0.44,91415.50999999998,621.5,76783.5,884482.4248953435
1214,M,296.8,307.8,1551,38.9,112,0,11.0,6318.15123341404,0.02508059314952895,0.448,91355.04000000001,427.9,60333.899999999994,707632.9381423724
1215,M,296.8,307.8,1694,33.0,115,0,11.0,5854.04375069922,0.019480519469019762,0.46,91355.04000000001,363.0,55902.0,673215.0313304103
1216,L,296.8,307.9,1709,28.4,118,0,11.099999999999966,5082.636146585758,0.016617905198000053,0.472,91384.72,315.23999999999904,48535.6,599751.0652971194
1217,L,296.9,308.0,1514,41.0,120,0,11.100000000000023,6500.3740792977605,0.027080581223856946,0.48,91445.2,455.10000000000093,62074.0,780044.8895157313
1218,L,297.0,308.1,1455,43.5,122,0,11.100000000000023,6627.975100911066,0.02989690719594714,0.488,91505.70000000001,482.850000000001,63292.5,808612.96231115
1219,M,297.0,308.2,1702,30.7,124,0,11.199999999999989,5471.753812659391,0.01803760280961363,0.496,91535.4,343.83999999999963,52251.4,678497.4727697645
1220,M,296.9,308.1,1357,41.8,127,0,11.200000000000045,5939.976781750413,0.030803242423873802,0.508,91474.89,468.16000000000184,56722.6,754377.0512823024
1221,L,297.0,308.2,1577,29.4,130,0,11.199999999999989,4855.205782416881,0.018642993012908688,0.52,91535.4,329.27999999999963,46363.799999999996,631176.7517141945
1222,M,297.0,308.3,1399,46.4,132,0,11.300000000000011,6797.736295935546,0.033166547510245496,0.528,91565.1,524.3200000000005,64913.6,897301.1910634921
1223,L,297.0,308.3,1399,59.0,135,0,11.300000000000011,8643.673307331837,0.04217298067035526,0.54,91565.1,666.7000000000007,82541.0,1166895.896489798
1224,L,297.0,308.3,1492,48.1,137,0,11.300000000000011,7515.234170113406,0.032238605876515676,0.548,91565.1,543.5300000000005,71765.2,1029587.0813055367
1225,L,297.1,308.3,1763,25.7,139,0,11.199999999999989,4744.757856692177,0.014577424835747347,0.556,91595.93000000001,287.8399999999997,45309.1,659521.3420802125
1226,H,297.1,308.3,1492,41.5,141,0,11.199999999999989,6484.037797499093,0.027815013386182964,0.564,91595.93000000001,464.7999999999995,61918.0,914249.3294473721
1227,L,297.1,308.4,1488,42.5,146,0,11.299999999999955,6622.477313767284,0.02856182793779447,0.584,91625.64,480.24999999999807,63240.0,966881.6878100234
1228,L,297.1,308.4,1422,42.1,148,0,11.299999999999955,6269.173803944576,0.029606188446127855,0.592,91625.64,475.7299999999981,59866.200000000004,927837.7229837973
1229,M,297.1,308.4,1583,38.2,150,0,11.299999999999955,6332.4664239388985,0.024131396068141884,0.6,91625.64,431.6599999999983,60470.600000000006,949869.9635908348
1230,L,297.1,308.4,1304,53.5,153,0,11.299999999999955,7305.668996167944,0.041027607330500294,0.612,91625.64,604.5499999999976,69764.0,1117767.3564136955
1231,M,297.1,308.4,1880,23.5,155,0,11.299999999999955,4626.518781186568,0.012499999993351062,0.62,91625.64,265.54999999999893,44180.0,717110.4110839181
1232,M,297.2,308.5,1604,40.7,158,0,11.300000000000011,6836.398829525725,0.025374064822085995,0.632,91686.2,459.9100000000005,65282.8,1080151.0150650647
1233,L,297.2,308.6,1500,37.1,161,0,11.400000000000034,5827.654372409066,0.024733333316844443,0.644,91715.92,422.9400000000013,55650.0,938252.3539578597
1234,M,297.2,308.5,1364,55.6,163,0,11.300000000000011,7941.778676666806,0.040762463313224,0.652,91686.2,628.2800000000007,75838.40000000001,1294509.9242966895
1235,H,297.2,308.5,2440,14.0,166,0,11.300000000000011,3577.2268348875778,0.005737704915681268,0.664,91686.2,158.20000000000016,34160.0,593819.6545913379
1236,H,297.1,308.4,1654,31.4,171,0,11.299999999999955,5438.683313992601,0.01898428052056573,0.684,91625.64,354.8199999999986,51935.6,930014.8466927347
1237,H,297.1,308.4,1359,46.6,176,0,11.299999999999955,6631.8392598749815,0.03428991903289925,0.704,91625.64,526.5799999999979,63329.4,1167203.7097379968
1238,M,297.1,308.4,1502,37.3,181,0,11.299999999999955,5866.88239267689,0.024833555243120132,0.724,91625.64,421.48999999999825,56024.6,1061905.7130745172
1239,M,297.1,308.4,1615,32.6,184,0,11.299999999999955,5513.390387294967,0.020185758501432966,0.736,91625.64,368.3799999999985,52649.0,1014463.831262274
1240,H,297.2,308.5,1482,39.3,187,0,11.300000000000011,6099.150809532296,0.026518218605588242,0.748,91686.2,444.09000000000043,58242.6,1140541.2013825395
